GO:1903502	A protein complex which is capable of translation repressor activity.	cellular_component
GO:1903503	A protein complex which is capable of ATPase inhibitor activity.	cellular_component
GO:1903561	Any vesicle that is part of the extracellular region.	cellular_component
GO:0099007	The component of the presynaptic endosome membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region.	cellular_component
GO:0099005	The component of the postsynaptic recycling endosome membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region.	cellular_component
GO:0099013	The volume enclosed by a neuronal dense core vesicle membrane.	cellular_component
GO:0099012	The lipid bilayer surrounding a neuronal dense core vesicle.	cellular_component
GO:0099060	OBSOLETE. The component of the postsynaptic specialization membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099061	OBSOLETE. The component of the postsynaptic density membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099064	OBSOLETE. The component of the postsynaptic endosome membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099065	OBSOLETE. The component of the spine apparatus membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099062	OBSOLETE. The component of the postsynaptic early endosome membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099063	OBSOLETE. The component of the postsynaptic recycling endosome membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099066	OBSOLETE. The component of the neuronal dense core vesicle membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099067	OBSOLETE. The component of the presynaptic endosome membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.	cellular_component
GO:0099071	A microtubule bundle that undergoes changes in length, and in which microtubule sliding takes place.	cellular_component
GO:0099070	A microtubule bundle that has a constant length, and in which microtubule sliding does not take place.	cellular_component
GO:0099073	A vesicle derived via budding from a mitochondrion. These vesicles often contain inner membrane and, much more rarely, cristae.	cellular_component
GO:0099079	An amorphous cytoskeletal structure consisting of aggregated actin filaments and associated proteins (including fibrin and capping protein) in which there is little or no actin filament turnover. In yeast (S. pombe and S. cerevisiae) these are found only in quiescent cells and are thought to serve as a reserve store of actin.	cellular_component
GO:0099078	A protein complex that is involved in positioning of the lysosome within the cytoplasm and which is composed of BLOC1S1, BLOC1S2, BORCS5, BORCS6, BORCS7, BORCS8, KXD1 and SNAPIN. The BORC complex recruits ARL8 at the cytosolic face of lysosomes and couples them to microtubule plus-end-directed kinesin motors.	cellular_component
GO:0099080	A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber.	cellular_component
GO:0099081	A polymeric supramolecular structure.	cellular_component
GO:0099086	A proteinaceous scaffold found between homologous chromosomes during meiosis.	cellular_component
GO:0099091	A network of proteins adjacent to the postsynaptic membrane. Its major components include the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.	cellular_component
GO:0099092	A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.	cellular_component
GO:0099096	The giant, cup-shaped axon terminal of a vestibular afferent neuron, serving as a post-synaptic contact to a type I hair cell.	cellular_component
GO:0099020	The volume enclosed by the membranes of the perinuclear endoplasmic reticulum.	cellular_component
GO:0099021	The volume enclosed by the membranes of the cortical endoplasmic reticulum.	cellular_component
GO:0099025	OBSOLETE. The component of the postsynaptic membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.	cellular_component
GO:0099023	Any protein complex that plays a role in vesicle tethering.	cellular_component
GO:0099028	OBSOLETE. The component of the postynaptic endocytic zone membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.	cellular_component
GO:0099029	OBSOLETE. The component of the presynaptic active zone membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.	cellular_component
GO:0099026	OBSOLETE. The component of the presynaptic membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.	cellular_component
GO:0099027	OBSOLETE. The component of the presynaptic endocytic zone membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.	cellular_component
GO:0099031	OBSOLETE. The component of the postsynaptic density membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.	cellular_component
GO:0099032	OBSOLETE. The component of the postsynaptic early endosome membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.	cellular_component
